Report Name,Validation Report for Planning BOM Maintenance Application UI
Report Time,6/23/2026, 07:02:04 CST
Trnx Type,ONETIME,Run By,APPL_TEAM

Summary,BOM_PARAMETERS,BOM_PRODUCED,BOM_CONSUMED,ITEM_BOM_ROUTING
Validated Count,20,4,1000,20
Success Count,0,0,0,0
Error Count,20,4,1000,20
One Time Load,No

Error Details are below:
ERR_LOG_ID,ENG_CHANGE_ID,File name,ROW NUMBER,BOM_ID,Validation_sequence,Validation_description,Validation_ERROR_DETAILS,Remediation message
226,EC6389273,BOM_CONSUMED,407,BOM3_Item290_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item290_Location 13 does not exist in ( bom_produced.bom_id),
227,EC6389273,BOM_CONSUMED,409,BOM3_Item297_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item297_Location 13 does not exist in ( bom_produced.bom_id),
228,EC6389273,BOM_CONSUMED,413,PRIMARY_Item322_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item322_Location 13 does not exist in ( bom_produced.bom_id),
229,EC6389273,BOM_CONSUMED,415,BOM4_Item354_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item354_Location 13 does not exist in ( bom_produced.bom_id),
230,EC6389273,BOM_CONSUMED,419,BOM1_Item386_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM1_Item386_Location 13 does not exist in ( bom_produced.bom_id),
231,EC6389273,BOM_CONSUMED,421,BOM5_Item418_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item418_Location 13 does not exist in ( bom_produced.bom_id),
232,EC6389273,BOM_CONSUMED,424,BOM2_Item443_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM2_Item443_Location 13 does not exist in ( bom_produced.bom_id),
233,EC6389273,BOM_CONSUMED,425,BOM2_Item450_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM2_Item450_Location 13 does not exist in ( bom_produced.bom_id),
234,EC6389273,BOM_CONSUMED,427,BOM6_Item475_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM6_Item475_Location 13 does not exist in ( bom_produced.bom_id),
235,EC6389273,BOM_CONSUMED,428,BOM6_Item482_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM6_Item482_Location 13 does not exist in ( bom_produced.bom_id),
236,EC6389273,BOM_CONSUMED,430,BOM3_Item507_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item507_Location 13 does not exist in ( bom_produced.bom_id),
237,EC6389273,BOM_CONSUMED,432,PRIMARY_Item539_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item539_Location 13 does not exist in ( bom_produced.bom_id),
238,EC6389273,BOM_CONSUMED,433,BOM4_Item571_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item571_Location 13 does not exist in ( bom_produced.bom_id),
239,EC6389273,BOM_CONSUMED,435,BOM1_Item603_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM1_Item603_Location 13 does not exist in ( bom_produced.bom_id),
240,EC6389273,BOM_CONSUMED,439,BOM5_Item628_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item628_Location 13 does not exist in ( bom_produced.bom_id),
241,EC6389273,BOM_CONSUMED,441,BOM5_Item635_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item635_Location 13 does not exist in ( bom_produced.bom_id),
242,EC6389273,BOM_CONSUMED,442,BOM2_Item660_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM2_Item660_Location 13 does not exist in ( bom_produced.bom_id),
243,EC6389273,BOM_CONSUMED,445,BOM2_Item667_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM2_Item667_Location 13 does not exist in ( bom_produced.bom_id),
244,EC6389273,BOM_CONSUMED,447,BOM6_Item692_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM6_Item692_Location 13 does not exist in ( bom_produced.bom_id),
245,EC6389273,BOM_CONSUMED,448,BOM3_Item724_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item724_Location 13 does not exist in ( bom_produced.bom_id),
246,EC6389273,BOM_CONSUMED,449,PRIMARY_Item756_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item756_Location 13 does not exist in ( bom_produced.bom_id),
247,EC6389273,BOM_CONSUMED,452,BOM4_Item788_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item788_Location 13 does not exist in ( bom_produced.bom_id),
248,EC6389273,BOM_CONSUMED,456,BOM1_Item813_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM1_Item813_Location 13 does not exist in ( bom_produced.bom_id),
249,EC6389273,BOM_CONSUMED,460,BOM1_Item820_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM1_Item820_Location 13 does not exist in ( bom_produced.bom_id),
250,EC6389273,BOM_CONSUMED,462,BOM5_Item845_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item845_Location 13 does not exist in ( bom_produced.bom_id),
251,EC6389273,BOM_CONSUMED,463,BOM5_Item852_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item852_Location 13 does not exist in ( bom_produced.bom_id),
252,EC6389273,BOM_CONSUMED,466,BOM2_Item877_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM2_Item877_Location 13 does not exist in ( bom_produced.bom_id),
253,EC6389273,BOM_CONSUMED,469,BOM6_Item909_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM6_Item909_Location 13 does not exist in ( bom_produced.bom_id),
254,EC6389273,BOM_CONSUMED,470,BOM3_Item941_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item941_Location 13 does not exist in ( bom_produced.bom_id),
255,EC6389273,BOM_CONSUMED,473,PRIMARY_Item973_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item973_Location 13 does not exist in ( bom_produced.bom_id),
256,EC6389273,BOM_CONSUMED,475,BOM4_Item998_Location 13,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item998_Location 13 does not exist in ( bom_produced.bom_id),
257,EC6389273,BOM_CONSUMED,479,BOM2_Item009_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM2_Item009_Location 14 does not exist in ( bom_produced.bom_id),
258,EC6389273,BOM_CONSUMED,483,BOM6_Item034_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM6_Item034_Location 14 does not exist in ( bom_produced.bom_id),
259,EC6389273,BOM_CONSUMED,487,BOM6_Item041_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM6_Item041_Location 14 does not exist in ( bom_produced.bom_id),
260,EC6389273,BOM_CONSUMED,490,BOM3_Item066_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item066_Location 14 does not exist in ( bom_produced.bom_id),
261,EC6389273,BOM_CONSUMED,493,PRIMARY_Item098_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item098_Location 14 does not exist in ( bom_produced.bom_id),
262,EC6389273,BOM_CONSUMED,497,BOM4_Item130_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item130_Location 14 does not exist in ( bom_produced.bom_id),
263,EC6389273,BOM_CONSUMED,500,BOM1_Item162_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM1_Item162_Location 14 does not exist in ( bom_produced.bom_id),
264,EC6389273,BOM_CONSUMED,502,BOM5_Item194_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item194_Location 14 does not exist in ( bom_produced.bom_id),
265,EC6389273,BOM_CONSUMED,504,BOM2_Item219_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM2_Item219_Location 14 does not exist in ( bom_produced.bom_id),
266,EC6389273,BOM_CONSUMED,506,BOM2_Item226_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM2_Item226_Location 14 does not exist in ( bom_produced.bom_id),
267,EC6389273,BOM_CONSUMED,508,BOM6_Item251_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM6_Item251_Location 14 does not exist in ( bom_produced.bom_id),
268,EC6389273,BOM_CONSUMED,510,BOM3_Item283_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item283_Location 14 does not exist in ( bom_produced.bom_id),
269,EC6389273,BOM_CONSUMED,512,PRIMARY_Item315_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item315_Location 14 does not exist in ( bom_produced.bom_id),
270,EC6389273,BOM_CONSUMED,513,BOM4_Item347_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item347_Location 14 does not exist in ( bom_produced.bom_id),
271,EC6389273,BOM_CONSUMED,515,BOM1_Item379_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM1_Item379_Location 14 does not exist in ( bom_produced.bom_id),
272,EC6389273,BOM_CONSUMED,517,BOM5_Item404_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item404_Location 14 does not exist in ( bom_produced.bom_id),
273,EC6389273,BOM_CONSUMED,521,BOM5_Item411_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item411_Location 14 does not exist in ( bom_produced.bom_id),
274,EC6389273,BOM_CONSUMED,522,BOM2_Item436_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM2_Item436_Location 14 does not exist in ( bom_produced.bom_id),
275,EC6389273,BOM_CONSUMED,526,BOM6_Item468_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM6_Item468_Location 14 does not exist in ( bom_produced.bom_id),
276,EC6389273,BOM_CONSUMED,528,BOM3_Item500_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item500_Location 14 does not exist in ( bom_produced.bom_id),
277,EC6389273,BOM_CONSUMED,530,PRIMARY_Item532_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item532_Location 14 does not exist in ( bom_produced.bom_id),
278,EC6389273,BOM_CONSUMED,531,BOM4_Item564_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item564_Location 14 does not exist in ( bom_produced.bom_id),
279,EC6389273,BOM_CONSUMED,535,BOM1_Item589_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM1_Item589_Location 14 does not exist in ( bom_produced.bom_id),
280,EC6389273,BOM_CONSUMED,539,BOM1_Item596_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM1_Item596_Location 14 does not exist in ( bom_produced.bom_id),
281,EC6389273,BOM_CONSUMED,540,BOM5_Item621_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item621_Location 14 does not exist in ( bom_produced.bom_id),
282,EC6389273,BOM_CONSUMED,543,BOM2_Item653_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM2_Item653_Location 14 does not exist in ( bom_produced.bom_id),
283,EC6389273,BOM_CONSUMED,544,BOM6_Item685_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM6_Item685_Location 14 does not exist in ( bom_produced.bom_id),
284,EC6389273,BOM_CONSUMED,546,BOM3_Item717_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item717_Location 14 does not exist in ( bom_produced.bom_id),
285,EC6389273,BOM_CONSUMED,548,PRIMARY_Item749_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item749_Location 14 does not exist in ( bom_produced.bom_id),
286,EC6389273,BOM_CONSUMED,550,BOM4_Item774_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item774_Location 14 does not exist in ( bom_produced.bom_id),
287,EC6389273,BOM_CONSUMED,554,BOM4_Item781_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item781_Location 14 does not exist in ( bom_produced.bom_id),
288,EC6389273,BOM_CONSUMED,558,BOM1_Item806_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM1_Item806_Location 14 does not exist in ( bom_produced.bom_id),
289,EC6389273,BOM_CONSUMED,559,BOM5_Item838_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item838_Location 14 does not exist in ( bom_produced.bom_id),
290,EC6389273,BOM_CONSUMED,562,BOM2_Item870_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM2_Item870_Location 14 does not exist in ( bom_produced.bom_id),
291,EC6389273,BOM_CONSUMED,563,BOM6_Item902_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM6_Item902_Location 14 does not exist in ( bom_produced.bom_id),
292,EC6389273,BOM_CONSUMED,564,BOM3_Item934_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item934_Location 14 does not exist in ( bom_produced.bom_id),
293,EC6389273,BOM_CONSUMED,566,PRIMARY_Item959_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item959_Location 14 does not exist in ( bom_produced.bom_id),
294,EC6389273,BOM_CONSUMED,569,PRIMARY_Item966_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item966_Location 14 does not exist in ( bom_produced.bom_id),
295,EC6389273,BOM_CONSUMED,571,BOM4_Item991_Location 14,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item991_Location 14 does not exist in ( bom_produced.bom_id),
296,EC6389273,BOM_CONSUMED,573,BOM2_Item002_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM2_Item002_Location 15 does not exist in ( bom_produced.bom_id),
297,EC6389273,BOM_CONSUMED,576,BOM6_Item027_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM6_Item027_Location 15 does not exist in ( bom_produced.bom_id),
298,EC6389273,BOM_CONSUMED,578,BOM3_Item059_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item059_Location 15 does not exist in ( bom_produced.bom_id),
299,EC6389273,BOM_CONSUMED,581,PRIMARY_Item091_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item091_Location 15 does not exist in ( bom_produced.bom_id),
300,EC6389273,BOM_CONSUMED,584,BOM4_Item123_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item123_Location 15 does not exist in ( bom_produced.bom_id),
301,EC6389273,BOM_CONSUMED,586,BOM1_Item155_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM1_Item155_Location 15 does not exist in ( bom_produced.bom_id),
302,EC6389273,BOM_CONSUMED,590,BOM5_Item180_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item180_Location 15 does not exist in ( bom_produced.bom_id),
303,EC6389273,BOM_CONSUMED,592,BOM5_Item187_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item187_Location 15 does not exist in ( bom_produced.bom_id),
304,EC6389273,BOM_CONSUMED,593,BOM2_Item212_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM2_Item212_Location 15 does not exist in ( bom_produced.bom_id),
305,EC6389273,BOM_CONSUMED,596,BOM6_Item244_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM6_Item244_Location 15 does not exist in ( bom_produced.bom_id),
306,EC6389273,BOM_CONSUMED,597,BOM3_Item276_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item276_Location 15 does not exist in ( bom_produced.bom_id),
307,EC6389273,BOM_CONSUMED,600,PRIMARY_Item308_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item308_Location 15 does not exist in ( bom_produced.bom_id),
308,EC6389273,BOM_CONSUMED,603,BOM4_Item340_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item340_Location 15 does not exist in ( bom_produced.bom_id),
309,EC6389273,BOM_CONSUMED,604,BOM1_Item365_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM1_Item365_Location 15 does not exist in ( bom_produced.bom_id),
310,EC6389273,BOM_CONSUMED,607,BOM1_Item372_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM1_Item372_Location 15 does not exist in ( bom_produced.bom_id),
311,EC6389273,BOM_CONSUMED,610,BOM5_Item397_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item397_Location 15 does not exist in ( bom_produced.bom_id),
312,EC6389273,BOM_CONSUMED,613,BOM2_Item429_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM2_Item429_Location 15 does not exist in ( bom_produced.bom_id),
313,EC6389273,BOM_CONSUMED,615,BOM6_Item461_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM6_Item461_Location 15 does not exist in ( bom_produced.bom_id),
314,EC6389273,BOM_CONSUMED,619,BOM3_Item493_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item493_Location 15 does not exist in ( bom_produced.bom_id),
315,EC6389273,BOM_CONSUMED,620,PRIMARY_Item525_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item525_Location 15 does not exist in ( bom_produced.bom_id),
316,EC6389273,BOM_CONSUMED,623,BOM4_Item550_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item550_Location 15 does not exist in ( bom_produced.bom_id),
317,EC6389273,BOM_CONSUMED,626,BOM4_Item557_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item557_Location 15 does not exist in ( bom_produced.bom_id),
318,EC6389273,BOM_CONSUMED,628,BOM1_Item582_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM1_Item582_Location 15 does not exist in ( bom_produced.bom_id),
319,EC6389273,BOM_CONSUMED,630,BOM5_Item614_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item614_Location 15 does not exist in ( bom_produced.bom_id),
320,EC6389273,BOM_CONSUMED,634,BOM2_Item646_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM2_Item646_Location 15 does not exist in ( bom_produced.bom_id),
321,EC6389273,BOM_CONSUMED,636,BOM6_Item678_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM6_Item678_Location 15 does not exist in ( bom_produced.bom_id),
322,EC6389273,BOM_CONSUMED,639,BOM3_Item710_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item710_Location 15 does not exist in ( bom_produced.bom_id),
323,EC6389273,BOM_CONSUMED,642,PRIMARY_Item735_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item735_Location 15 does not exist in ( bom_produced.bom_id),
324,EC6389273,BOM_CONSUMED,644,PRIMARY_Item742_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item742_Location 15 does not exist in ( bom_produced.bom_id),
325,EC6389273,BOM_CONSUMED,645,BOM4_Item767_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item767_Location 15 does not exist in ( bom_produced.bom_id),
326,EC6389273,BOM_CONSUMED,647,BOM1_Item799_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM1_Item799_Location 15 does not exist in ( bom_produced.bom_id),
327,EC6389273,BOM_CONSUMED,649,BOM5_Item831_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item831_Location 15 does not exist in ( bom_produced.bom_id),
328,EC6389273,BOM_CONSUMED,653,BOM2_Item863_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM2_Item863_Location 15 does not exist in ( bom_produced.bom_id),
329,EC6389273,BOM_CONSUMED,655,BOM6_Item895_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM6_Item895_Location 15 does not exist in ( bom_produced.bom_id),
330,EC6389273,BOM_CONSUMED,659,BOM3_Item920_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item920_Location 15 does not exist in ( bom_produced.bom_id),
331,EC6389273,BOM_CONSUMED,662,BOM3_Item927_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item927_Location 15 does not exist in ( bom_produced.bom_id),
332,EC6389273,BOM_CONSUMED,666,PRIMARY_Item952_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item952_Location 15 does not exist in ( bom_produced.bom_id),
333,EC6389273,BOM_CONSUMED,669,BOM4_Item984_Location 15,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item984_Location 15 does not exist in ( bom_produced.bom_id),
334,EC6389273,BOM_CONSUMED,671,BOM6_Item020_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM6_Item020_Location 16 does not exist in ( bom_produced.bom_id),
335,EC6389273,BOM_CONSUMED,674,BOM3_Item052_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item052_Location 16 does not exist in ( bom_produced.bom_id),
336,EC6389273,BOM_CONSUMED,676,PRIMARY_Item084_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item084_Location 16 does not exist in ( bom_produced.bom_id),
337,EC6389273,BOM_CONSUMED,679,BOM4_Item109_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item109_Location 16 does not exist in ( bom_produced.bom_id),
338,EC6389273,BOM_CONSUMED,682,BOM4_Item116_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item116_Location 16 does not exist in ( bom_produced.bom_id),
339,EC6389273,BOM_CONSUMED,684,BOM1_Item141_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM1_Item141_Location 16 does not exist in ( bom_produced.bom_id),
340,EC6389273,BOM_CONSUMED,685,BOM1_Item148_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM1_Item148_Location 16 does not exist in ( bom_produced.bom_id),
341,EC6389273,BOM_CONSUMED,688,BOM5_Item173_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item173_Location 16 does not exist in ( bom_produced.bom_id),
342,EC6389273,BOM_CONSUMED,690,BOM2_Item205_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM2_Item205_Location 16 does not exist in ( bom_produced.bom_id),
343,EC6389273,BOM_CONSUMED,694,BOM6_Item237_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM6_Item237_Location 16 does not exist in ( bom_produced.bom_id),
344,EC6389273,BOM_CONSUMED,697,BOM3_Item269_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item269_Location 16 does not exist in ( bom_produced.bom_id),
345,EC6389273,BOM_CONSUMED,699,PRIMARY_Item294_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item294_Location 16 does not exist in ( bom_produced.bom_id),
346,EC6389273,BOM_CONSUMED,701,PRIMARY_Item301_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item301_Location 16 does not exist in ( bom_produced.bom_id),
347,EC6389273,BOM_CONSUMED,704,BOM4_Item326_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item326_Location 16 does not exist in ( bom_produced.bom_id),
348,EC6389273,BOM_CONSUMED,707,BOM4_Item333_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item333_Location 16 does not exist in ( bom_produced.bom_id),
349,EC6389273,BOM_CONSUMED,709,BOM1_Item358_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM1_Item358_Location 16 does not exist in ( bom_produced.bom_id),
350,EC6389273,BOM_CONSUMED,711,BOM5_Item390_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item390_Location 16 does not exist in ( bom_produced.bom_id),
351,EC6389273,BOM_CONSUMED,712,BOM2_Item422_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM2_Item422_Location 16 does not exist in ( bom_produced.bom_id),
352,EC6389273,BOM_CONSUMED,715,BOM6_Item454_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM6_Item454_Location 16 does not exist in ( bom_produced.bom_id),
353,EC6389273,BOM_CONSUMED,718,BOM3_Item479_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item479_Location 16 does not exist in ( bom_produced.bom_id),
354,EC6389273,BOM_CONSUMED,720,BOM3_Item486_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item486_Location 16 does not exist in ( bom_produced.bom_id),
355,EC6389273,BOM_CONSUMED,724,PRIMARY_Item511_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item511_Location 16 does not exist in ( bom_produced.bom_id),
356,EC6389273,BOM_CONSUMED,725,PRIMARY_Item518_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item518_Location 16 does not exist in ( bom_produced.bom_id),
357,EC6389273,BOM_CONSUMED,728,BOM4_Item543_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item543_Location 16 does not exist in ( bom_produced.bom_id),
358,EC6389273,BOM_CONSUMED,731,BOM1_Item575_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM1_Item575_Location 16 does not exist in ( bom_produced.bom_id),
359,EC6389273,BOM_CONSUMED,734,BOM5_Item607_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item607_Location 16 does not exist in ( bom_produced.bom_id),
360,EC6389273,BOM_CONSUMED,735,BOM2_Item639_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM2_Item639_Location 16 does not exist in ( bom_produced.bom_id),
361,EC6389273,BOM_CONSUMED,736,BOM6_Item664_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM6_Item664_Location 16 does not exist in ( bom_produced.bom_id),
362,EC6389273,BOM_CONSUMED,738,BOM6_Item671_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM6_Item671_Location 16 does not exist in ( bom_produced.bom_id),
363,EC6389273,BOM_CONSUMED,739,BOM3_Item696_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item696_Location 16 does not exist in ( bom_produced.bom_id),
364,EC6389273,BOM_CONSUMED,741,BOM3_Item703_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM3_Item703_Location 16 does not exist in ( bom_produced.bom_id),
365,EC6389273,BOM_CONSUMED,743,PRIMARY_Item728_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = PRIMARY_Item728_Location 16 does not exist in ( bom_produced.bom_id),
366,EC6389273,BOM_CONSUMED,747,BOM4_Item760_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM4_Item760_Location 16 does not exist in ( bom_produced.bom_id),
367,EC6389273,BOM_CONSUMED,749,BOM1_Item792_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM1_Item792_Location 16 does not exist in ( bom_produced.bom_id),
368,EC6389273,BOM_CONSUMED,752,BOM5_Item824_Location 16,1011,Check that every BOMID exists in BOM Produced,This BOMID = BOM5_Item824_Location 16 does not exist in ( bom_produced.bom_id),
