Report Name,Validation Report for Planning BOM Maintenance Application UI
Report Time,7/3/2026, 08:59:24 CST
Trnx Type,ONETIME,Run By,APPL_TEAM

Summary,BOM_PARAMETERS,BOM_PRODUCED,BOM_CONSUMED,ITEM_BOM_ROUTING
Validated Count,17684,17684,12033,17235
Success Count,0,0,12030,11980
Error Count,17684,17684,3,5255
One Time Load,No

Error Details are below:
ERR_LOG_ID,ENG_CHANGE_ID,File name,ROW NUMBER,BOM_ID,Validation_sequence,Validation_description,Validation_ERROR_DETAILS,Remediation message
5063,EC3549509,BOM_PARAMETERS,4342,BOM1_HRL143244_1009,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143244_1009,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5064,EC3549509,BOM_PARAMETERS,4343,BOM1_HRL143245_1009,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143245_1009,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5065,EC3549509,BOM_PARAMETERS,4344,BOM1_HRL143246_1009,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143246_1009,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5066,EC3549509,BOM_PARAMETERS,4345,BOM1_HRL143254_1009,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143254_1009,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5067,EC3549509,BOM_PARAMETERS,4346,BOM1_HRL143255_1009,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143255_1009,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5068,EC3549509,BOM_PARAMETERS,4347,BOM1_HRL143256_1009,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143256_1009,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5069,EC3549509,BOM_PARAMETERS,4348,BOM1_HRL143257_1009,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143257_1009,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5070,EC3549509,BOM_PARAMETERS,4349,BOM1_HRL143258_1009,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143258_1009,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5071,EC3549509,BOM_PARAMETERS,4350,BOM1_HRL143259_1009,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143259_1009,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5072,EC3549509,BOM_PARAMETERS,4351,BOM1_HRL14336_1019,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL14336_1019,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5073,EC3549509,BOM_PARAMETERS,4352,BOM1_HRL14337_1019,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL14337_1019,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5074,EC3549509,BOM_PARAMETERS,4353,BOM1_HRL14339_1019,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL14339_1019,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5075,EC3549509,BOM_PARAMETERS,4354,BOM1_HRL14342_1019,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL14342_1019,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5076,EC3549509,BOM_PARAMETERS,4355,BOM1_HRL14343_1019,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL14343_1019,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5077,EC3549509,BOM_PARAMETERS,4356,BOM1_HRL14346_1019,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL14346_1019,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5078,EC3549509,BOM_PARAMETERS,4357,BOM1_HRL14354_1019,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL14354_1019,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5079,EC3549509,BOM_PARAMETERS,4358,BOM1_HRL14369_1019,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL14369_1019,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5080,EC3549509,BOM_PARAMETERS,4359,BOM1_HRL14373_1019,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL14373_1019,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5081,EC3549509,BOM_PARAMETERS,4360,BOM1_HRL14374_1019,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL14374_1019,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5082,EC3549509,BOM_PARAMETERS,4361,BOM1_HRL143771_1013,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143771_1013,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5083,EC3549509,BOM_PARAMETERS,4362,BOM1_HRL143772_1013,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143772_1013,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5084,EC3549509,BOM_PARAMETERS,4363,BOM1_HRL143773_1013,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143773_1013,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5085,EC3549509,BOM_PARAMETERS,4364,BOM1_HRL143774_1013,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143774_1013,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5086,EC3549509,BOM_PARAMETERS,4365,BOM1_HRL143775_1013,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143775_1013,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5087,EC3549509,BOM_PARAMETERS,4366,BOM1_HRL143833_1028,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143833_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5088,EC3549509,BOM_PARAMETERS,4367,BOM1_HRL14384_1019,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL14384_1019,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5089,EC3549509,BOM_PARAMETERS,4368,BOM1_HRL143846_1013,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143846_1013,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5090,EC3549509,BOM_PARAMETERS,4369,BOM1_HRL143882_1003,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143882_1003,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5091,EC3549509,BOM_PARAMETERS,4370,BOM1_HRL143883_1002,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143883_1002,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5092,EC3549509,BOM_PARAMETERS,4371,BOM1_HRL143891_1013,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143891_1013,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5093,EC3549509,BOM_PARAMETERS,4372,BOM1_HRL143892_1013,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143892_1013,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5094,EC3549509,BOM_PARAMETERS,4373,BOM1_HRL143900_1028,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143900_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5095,EC3549509,BOM_PARAMETERS,4374,BOM1_HRL143901_1028,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143901_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5096,EC3549509,BOM_PARAMETERS,4375,BOM1_HRL143931_1028,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143931_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5097,EC3549509,BOM_PARAMETERS,4376,BOM1_HRL143932_1028,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143932_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5098,EC3549509,BOM_PARAMETERS,4377,BOM1_HRL143969_1028,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143969_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5099,EC3549509,BOM_PARAMETERS,4378,BOM1_HRL143972_1028,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143972_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5100,EC3549509,BOM_PARAMETERS,4379,BOM1_HRL143974_1028,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143974_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5101,EC3549509,BOM_PARAMETERS,4380,BOM1_HRL143975_1028,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL143975_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5102,EC3549509,BOM_PARAMETERS,4381,BOM1_HRL14399_1019,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL14399_1019,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5103,EC3549509,BOM_PARAMETERS,4382,BOM1_HRL144013_1028,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144013_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5104,EC3549509,BOM_PARAMETERS,4383,BOM1_HRL144065_1009,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144065_1009,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5105,EC3549509,BOM_PARAMETERS,4384,BOM1_HRL144103_1008,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144103_1008,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5106,EC3549509,BOM_PARAMETERS,4385,BOM1_HRL144104_1008,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144104_1008,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5107,EC3549509,BOM_PARAMETERS,4386,BOM1_HRL144105_1008,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144105_1008,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5108,EC3549509,BOM_PARAMETERS,4387,BOM1_HRL144117_1007,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144117_1007,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5109,EC3549509,BOM_PARAMETERS,4388,BOM1_HRL144119_1007,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144119_1007,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5110,EC3549509,BOM_PARAMETERS,4389,BOM1_HRL144121_1007,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144121_1007,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5111,EC3549509,BOM_PARAMETERS,4390,BOM1_HRL144123_1007,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144123_1007,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5112,EC3549509,BOM_PARAMETERS,4391,BOM1_HRL144129_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144129_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5113,EC3549509,BOM_PARAMETERS,4392,BOM1_HRL144132_1016,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144132_1016,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5114,EC3549509,BOM_PARAMETERS,4393,BOM1_HRL144159_1038,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144159_1038,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5115,EC3549509,BOM_PARAMETERS,4394,BOM1_HRL144160_1038,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144160_1038,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5116,EC3549509,BOM_PARAMETERS,4395,BOM1_HRL144161_1038,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144161_1038,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5117,EC3549509,BOM_PARAMETERS,4396,BOM1_HRL144162_1038,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144162_1038,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5118,EC3549509,BOM_PARAMETERS,4397,BOM1_HRL144163_1038,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144163_1038,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5119,EC3549509,BOM_PARAMETERS,4398,BOM1_HRL144164_1038,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144164_1038,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5120,EC3549509,BOM_PARAMETERS,4399,BOM1_HRL144165_1038,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144165_1038,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5121,EC3549509,BOM_PARAMETERS,4400,BOM1_HRL144166_1038,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144166_1038,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5122,EC3549509,BOM_PARAMETERS,4401,BOM1_HRL144232_1013,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144232_1013,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5123,EC3549509,BOM_PARAMETERS,4402,BOM1_HRL144233_1013,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144233_1013,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5124,EC3549509,BOM_PARAMETERS,4403,BOM1_HRL144234_1013,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144234_1013,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5125,EC3549509,BOM_PARAMETERS,4404,BOM1_HRL144235_1013,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144235_1013,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5126,EC3549509,BOM_PARAMETERS,4405,BOM1_HRL144243_1013,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144243_1013,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5127,EC3549509,BOM_PARAMETERS,4406,BOM1_HRL144244_1013,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144244_1013,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5128,EC3549509,BOM_PARAMETERS,4407,BOM1_HRL144245_1028,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144245_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5129,EC3549509,BOM_PARAMETERS,4408,BOM1_HRL144258_1019,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144258_1019,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5130,EC3549509,BOM_PARAMETERS,4409,BOM1_HRL14430_1019,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL14430_1019,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5131,EC3549509,BOM_PARAMETERS,4410,BOM1_HRL14430_1020,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL14430_1020,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5132,EC3549509,BOM_PARAMETERS,4411,BOM1_HRL14435_1019,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL14435_1019,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5133,EC3549509,BOM_PARAMETERS,4412,BOM1_HRL144356_1002,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144356_1002,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5134,EC3549509,BOM_PARAMETERS,4413,BOM1_HRL144359_1007,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144359_1007,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5135,EC3549509,BOM_PARAMETERS,4414,BOM1_HRL14436_1019,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL14436_1019,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5136,EC3549509,BOM_PARAMETERS,4415,BOM1_HRL144381_1038,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144381_1038,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5137,EC3549509,BOM_PARAMETERS,4416,BOM1_HRL144384_1038,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144384_1038,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5138,EC3549509,BOM_PARAMETERS,4417,BOM1_HRL144401_1008,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144401_1008,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5139,EC3549509,BOM_PARAMETERS,4418,BOM1_HRL144440_1008,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144440_1008,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5140,EC3549509,BOM_PARAMETERS,4419,BOM1_HRL144459_1012,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144459_1012,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5141,EC3549509,BOM_PARAMETERS,4420,BOM1_HRL144460_1012,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144460_1012,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5142,EC3549509,BOM_PARAMETERS,4421,BOM1_HRL144461_1012,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144461_1012,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5143,EC3549509,BOM_PARAMETERS,4422,BOM1_HRL14447_1020,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL14447_1020,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5144,EC3549509,BOM_PARAMETERS,4423,BOM1_HRL144667_1002,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144667_1002,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5145,EC3549509,BOM_PARAMETERS,4424,BOM1_HRL144668_1002,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144668_1002,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5146,EC3549509,BOM_PARAMETERS,4425,BOM1_HRL144672_1038,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144672_1038,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5147,EC3549509,BOM_PARAMETERS,4426,BOM1_HRL144673_1038,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144673_1038,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5148,EC3549509,BOM_PARAMETERS,4427,BOM1_HRL144674_1038,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144674_1038,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5149,EC3549509,BOM_PARAMETERS,4428,BOM1_HRL144675_1038,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144675_1038,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5150,EC3549509,BOM_PARAMETERS,4429,BOM1_HRL144676_1038,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144676_1038,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5151,EC3549509,BOM_PARAMETERS,4430,BOM1_HRL144677_1038,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144677_1038,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5152,EC3549509,BOM_PARAMETERS,4431,BOM1_HRL144682_1012,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144682_1012,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5153,EC3549509,BOM_PARAMETERS,4432,BOM1_HRL144683_1012,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144683_1012,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5154,EC3549509,BOM_PARAMETERS,4433,BOM1_HRL144684_1012,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144684_1012,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5155,EC3549509,BOM_PARAMETERS,4434,BOM1_HRL144693_1038,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144693_1038,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5156,EC3549509,BOM_PARAMETERS,4435,BOM1_HRL144711_1028,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144711_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5157,EC3549509,BOM_PARAMETERS,4436,BOM1_HRL144713_1028,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144713_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5158,EC3549509,BOM_PARAMETERS,4437,BOM1_HRL144715_1028,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144715_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5159,EC3549509,BOM_PARAMETERS,4438,BOM1_HRL144717_1028,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144717_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5160,EC3549509,BOM_PARAMETERS,4439,BOM1_HRL144719_1028,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144719_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5161,EC3549509,BOM_PARAMETERS,4440,BOM1_HRL14472_1020,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL14472_1020,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5162,EC3549509,BOM_PARAMETERS,4441,BOM1_HRL144721_1028,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144721_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5163,EC3549509,BOM_PARAMETERS,4442,BOM1_HRL144723_1028,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144723_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
5164,EC3549509,BOM_PARAMETERS,4443,BOM1_HRL144725_1028,1002,Check for any duplicate BOMIDs,There are duplicate values for this BOMID = BOM1_HRL144725_1028,"RM: Please DELETE this extra bom_id record
RS:  Allow users to DELETE the extra bom_id records using DELETE buttons"
