Report Name,Validation Report for Planning BOM Maintenance Application UI
Report Time,7/8/2026, 08:15:15 CST
Trnx Type,ONETIME,Run By,APPL_TEAM

Summary,BOM_PARAMETERS,BOM_PRODUCED,BOM_CONSUMED,ITEM_BOM_ROUTING
Validated Count,17684,17684,12033,17235
Success Count,17235,17235,12030,11980
Error Count,449,449,3,5255
One Time Load,No

Error Details are below:
ERR_LOG_ID,ENG_CHANGE_ID,File name,ROW NUMBER,BOM_ID,Validation_sequence,Validation_description,Validation_ERROR_DETAILS,Remediation message
560,EC1696725,BOM_PRODUCED,6387,PRIMARY_HRL147701_1011,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL147701_1011 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
561,EC1696725,BOM_PRODUCED,6388,PRIMARY_HRL147702_1011,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL147702_1011 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
562,EC1696725,BOM_PRODUCED,6389,PRIMARY_HRL147735_1011,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL147735_1011 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
563,EC1696725,BOM_PRODUCED,6390,PRIMARY_HRL147749_1011,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL147749_1011 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
564,EC1696725,BOM_PRODUCED,6391,PRIMARY_HRL147755_1011,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL147755_1011 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
565,EC1696725,BOM_PRODUCED,8051,BOM1_HRL114765_1013,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL114765_1013 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
566,EC1696725,BOM_PRODUCED,8052,BOM1_HRL114768_1013,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL114768_1013 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
567,EC1696725,BOM_PRODUCED,8055,BOM1_HRL115158_1013,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL115158_1013 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
568,EC1696725,BOM_PRODUCED,8058,BOM1_HRL117995_1013,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL117995_1013 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
569,EC1696725,BOM_PRODUCED,8060,BOM1_HRL122611_1013,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL122611_1013 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
570,EC1696725,BOM_PRODUCED,8136,BOM1_HRL25720_1013,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL25720_1013 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
571,EC1696725,BOM_PRODUCED,8139,BOM1_HRL26480_1013,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL26480_1013 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
572,EC1696725,BOM_PRODUCED,8140,BOM1_HRL26489_1013,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL26489_1013 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
573,EC1696725,BOM_PRODUCED,8147,BOM1_HRL30624_1013,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL30624_1013 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
574,EC1696725,BOM_PRODUCED,8173,BOM1_HRL40357_1013,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL40357_1013 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
575,EC1696725,BOM_PRODUCED,8210,BOM1_HRL48449_1013,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL48449_1013 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
576,EC1696725,BOM_PRODUCED,8276,BOM2_HRL80780_1013,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM2_HRL80780_1013 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
577,EC1696725,BOM_PRODUCED,8285,BOM4_HRL44206_1013,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM4_HRL44206_1013 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
578,EC1696725,BOM_PRODUCED,8318,PRIMARY_HRL03328_1013,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL03328_1013 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
579,EC1696725,BOM_PRODUCED,8367,PRIMARY_HRL114327_1013,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL114327_1013 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
580,EC1696725,BOM_PRODUCED,8481,PRIMARY_HRL13581_1013,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL13581_1013 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
581,EC1696725,BOM_PRODUCED,8485,PRIMARY_HRL136236_1013,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL136236_1013 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
582,EC1696725,BOM_PRODUCED,8688,PRIMARY_HRL39704_1013,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL39704_1013 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
583,EC1696725,BOM_PRODUCED,8860,PRIMARY_HRL84394_1013,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL84394_1013 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
584,EC1696725,BOM_PRODUCED,9007,BOM1_HRL63695_1014,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL63695_1014 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
585,EC1696725,BOM_PRODUCED,9101,PRIMARY_HRL78536_1014,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = PRIMARY_HRL78536_1014 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
586,EC1696725,BOM_PRODUCED,9227,BOM1_HRL15624_1015,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL15624_1015 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
587,EC1696725,BOM_PRODUCED,9414,BOM1_HRL01436_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL01436_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
588,EC1696725,BOM_PRODUCED,9416,BOM1_HRL02950_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL02950_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
589,EC1696725,BOM_PRODUCED,9417,BOM1_HRL03162_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL03162_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
590,EC1696725,BOM_PRODUCED,9422,BOM1_HRL100417_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL100417_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
591,EC1696725,BOM_PRODUCED,9442,BOM1_HRL103550_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL103550_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
592,EC1696725,BOM_PRODUCED,9443,BOM1_HRL103565_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL103565_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
593,EC1696725,BOM_PRODUCED,9445,BOM1_HRL103594_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL103594_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
594,EC1696725,BOM_PRODUCED,9447,BOM1_HRL10430_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL10430_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
595,EC1696725,BOM_PRODUCED,9458,BOM1_HRL104916_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL104916_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
596,EC1696725,BOM_PRODUCED,9459,BOM1_HRL104918_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL104918_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
597,EC1696725,BOM_PRODUCED,9460,BOM1_HRL104919_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL104919_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
598,EC1696725,BOM_PRODUCED,9462,BOM1_HRL104928_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL104928_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
599,EC1696725,BOM_PRODUCED,9465,BOM1_HRL105125_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL105125_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
600,EC1696725,BOM_PRODUCED,9469,BOM1_HRL105195_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL105195_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
601,EC1696725,BOM_PRODUCED,9473,BOM1_HRL105606_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL105606_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
602,EC1696725,BOM_PRODUCED,9474,BOM1_HRL105608_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL105608_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
603,EC1696725,BOM_PRODUCED,9475,BOM1_HRL105718_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL105718_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
604,EC1696725,BOM_PRODUCED,9491,BOM1_HRL106017_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL106017_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
605,EC1696725,BOM_PRODUCED,9519,BOM1_HRL107109_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL107109_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
606,EC1696725,BOM_PRODUCED,9525,BOM1_HRL108260_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL108260_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
607,EC1696725,BOM_PRODUCED,9526,BOM1_HRL108499_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL108499_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
608,EC1696725,BOM_PRODUCED,9531,BOM1_HRL11017_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL11017_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
609,EC1696725,BOM_PRODUCED,9545,BOM1_HRL111861_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL111861_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
610,EC1696725,BOM_PRODUCED,9546,BOM1_HRL111862_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL111862_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
611,EC1696725,BOM_PRODUCED,9547,BOM1_HRL111863_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL111863_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
612,EC1696725,BOM_PRODUCED,9548,BOM1_HRL111864_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL111864_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
613,EC1696725,BOM_PRODUCED,9557,BOM1_HRL11486_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL11486_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
614,EC1696725,BOM_PRODUCED,9563,BOM1_HRL117245_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL117245_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
615,EC1696725,BOM_PRODUCED,9564,BOM1_HRL117247_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL117247_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
616,EC1696725,BOM_PRODUCED,9565,BOM1_HRL117249_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL117249_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
617,EC1696725,BOM_PRODUCED,9566,BOM1_HRL117252_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL117252_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
618,EC1696725,BOM_PRODUCED,9567,BOM1_HRL117256_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL117256_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
619,EC1696725,BOM_PRODUCED,9568,BOM1_HRL117265_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL117265_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
620,EC1696725,BOM_PRODUCED,9569,BOM1_HRL117268_1016,1005,Check if BOMID exists in both BOM Parameters and Item BOM Routing,This BOMID = BOM1_HRL117268_1016 does not exist in ( bom_parameters.bom_id and/or item_bom_routing.bom_id ),"RM: . Please ADD the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id
RS:  Allow users to add the missing bom_id records to bom_parameters.bom_id  and/or item_bom_routing.bom_id using ADD buttons"
